transaction_id,customer_id,transaction_dt,amount,payment_method,status,notes
142d8109-5b75-442f-bcb5-885feb924e29,f38760de-2c87-4e74-864e-2fd70942b866,2024-05-23 21:18:15,15.95,Cash,Settled,ut ut amet veniam quis dolore incididunt et
ccc70cbc-2586-407d-b59d-05e57ba7aae0,84359fac-f097-470d-8413-df93de613cce,2025-01-01 15:41:57,13.71,Credit Card,Pending,ipsum ea consectetur ullamco ipsum tempor ad amet
b76ac1e5-9c52-4111-a7e2-2dfb8f0f4e88,ce999cb0-b4fa-4b50-82fe-8c634cbd5f7d,2024-05-28 22:17:49,37.15,Credit Card,Settled,ullamco sed tempor sit elit amet nisi ad
08b902f5-4a93-45d9-a744-841bcf578099,49a5d290-b30f-4a5e-ada2-1005b1fd7466,2025-09-01 20:08:08,29.97,ACH,Settled,ut amet labore sed lorem eiusmod commodo do
85bf2bc7-a49e-4954-98c7-45bdd6e659fe,8ca193c2-2bd8-4902-8058-0dfeb475bbf9,2024-02-12 12:34:26,66.6,Debit Card,Settled,et ex eiusmod ut magna ut ex labore
9472d70a-e08c-4419-9229-c7ae2181024b,42dd7d1d-b906-480f-940f-23d363a67ac2,2024-08-09 20:04:13,15.07,Debit Card,Settled,dolor lorem elit consequat et enim exercitation lorem
fee1b5ed-eb55-4b1c-b430-4a62b9786931,2b798f16-f1b2-421b-9b7a-734a96ae1e66,2025-03-14 19:21:09,38.65,ACH,Pending,ad quis do do do tempor enim nostrud
37c75669-1956-49c0-a907-e4e433c90007,c55910fb-86fa-4821-8b4a-05a6a6039e92,2025-04-27 13:48:34,21.48,ACH,Settled,dolore elit ullamco do dolor dolor ut magna
1595a55b-50d9-4a90-926f-f2d9e98e1818,8546a1e5-d883-49b4-bff7-735ba0731bf3,2025-06-22 19:31:07,28.26,Credit Card,Pending,dolore ut labore aliquip commodo enim quis adipiscing
1c9f2853-aae7-4705-b2c7-26adcef70668,9d4e0886-ff3d-43f0-82e0-cd48de99606d,2025-01-25 11:40:02,140.36,Debit Card,Pending,adipiscing incididunt elit exercitation lorem exercitation ea aliquip
cb75b3d8-99a3-46c1-957b-f8f58a2ac449,24e00e86-ab31-49e9-afd7-3760ca8d6161,2025-08-31 06:54:58,9.82,Credit Card,Settled,magna labore dolore elit lorem magna ipsum ipsum
19283587-4d60-4db1-ba2f-41cd0228951d,c359a143-76be-4c0c-a49a-4ebd9720670c,2025-03-11 22:41:35,115.53,ACH,Settled,quis labore magna veniam aliqua lorem ad consectetur
32ac03e8-67f0-4188-b471-19e6b5d4b751,d5dfd0f0-2cbc-49b8-8ddb-d5dc722f83e0,2025-07-29 06:38:28,84.05,ACH,Settled,commodo dolor tempor consequat nisi magna ex enim
6364681e-c35b-4225-a4e1-29b2ef2a53b2,4e9d23ff-0083-4802-8884-d8bfc57a55ee,2024-06-28 10:56:37,129.66,Credit Card,Settled,dolor dolore et et incididunt exercitation incididunt laboris
e28e8eb6-b700-4a84-8495-72fab4b4aed9,6acdc1fc-c48b-44fe-8a43-bbf44dbbf578,2024-04-04 05:05:01,49.68,Debit Card,Settled,enim ut aliquip elit ut minim exercitation tempor
d5a18172-37af-4ffd-ac6b-da8451028f5c,c3fabb49-e6f8-4412-b1a3-c35d8138ab9b,2025-03-22 16:36:07,63.38,ACH,Settled,sit aliqua ex commodo dolor ut magna ad
73683c78-6a2b-4f7b-b731-b62ef8281428,7c91f9a4-4091-4588-9e25-2bfc332650d2,2024-04-30 14:22:41,14.84,Credit Card,Settled,labore ut ipsum consectetur ullamco veniam tempor ipsum
cfbc273b-538e-4a0e-a87b-4325ba41196d,c3e58171-d4b9-4253-a63b-bddb93004651,2025-04-21 07:59:49,55.5,Credit Card,Pending,exercitation minim adipiscing labore aliquip ut consequat ut
0904109f-1e8d-4289-8554-1fb2e20583d6,147defc3-b239-4a23-ae00-007d2ae98268,2024-06-25 03:29:30,20.01,Cash,Settled,consequat consectetur elit veniam exercitation adipiscing incididunt tempor
ad60a6d5-f169-46f5-9986-877a106bf340,398612b6-d437-4190-9a6f-353d0eadd61c,2024-10-13 17:07:29,55.36,ACH,Settled,ad nisi elit lorem ipsum sed sit consequat
59983c6e-36a9-45d2-866f-b0c0adf9c250,7b012521-6f1d-4bef-8d08-a9e36fb38ba6,2025-07-07 17:42:39,17.57,Credit Card,Settled,do nostrud elit ut ad ut adipiscing ut
58855817-9046-4017-a372-6a943642d3ce,ae5321e8-fb1e-4c03-87ab-53554eb7ae32,2024-04-17 19:18:05,84.86,Credit Card,Settled,eiusmod veniam nisi nostrud do et sit labore
8ad83300-9623-46a8-9a24-7f0a72008633,eb51ac1d-e144-487d-a3c4-ca706972b2e4,2025-02-14 20:31:30,6.57,Credit Card,Settled,commodo adipiscing consectetur aliqua eiusmod ipsum consequat veniam
118edfa1-c417-4af3-9876-ec0efd1ca2a8,f8a44e20-e767-4433-b585-246e17e0bef8,2024-11-08 07:40:17,74.12,Credit Card,Settled,aliquip ipsum ut et eiusmod commodo sed dolor
772ec727-4fec-4c3b-8d44-005e4f7b42f6,8ca309dd-819f-4dde-b5f7-fdc76ebba4c9,2025-01-14 10:08:05,74.97,ACH,Settled,amet tempor adipiscing tempor elit veniam sit consequat
8d89e202-6bc0-4434-ac02-b4837c826693,e4607f92-fe0a-4544-9a59-8953b5d1e93c,2024-07-12 23:58:52,10.27,Debit Card,Settled,laboris sit adipiscing aliqua ea lorem sed aliqua
82a9b656-af71-48e6-a61b-be2ade0fbef9,e2bcfacc-a775-4db9-bc80-cae3679bc8be,2024-12-17 08:22:40,28.88,Credit Card,Settled,laboris do ut ut dolore do veniam consequat
3e4e05ac-469c-4401-a582-be556f049a8c,17c4cb22-825b-4b0c-86d1-5c17eae02675,2024-06-23 21:17:14,126.3,Credit Card,Settled,ea ea ullamco ullamco minim veniam minim eiusmod
dcdaa923-6b66-4275-8481-08438038a41c,c7b8a1d2-1a89-4bae-9520-acc254616425,2024-05-15 11:51:49,87.51,Credit Card,Settled,ad consectetur consectetur incididunt eiusmod lorem ut consequat
92754255-60bf-4b68-aff6-3588777d5911,2c58eeb7-0150-4ede-9609-d4b5c2e00aca,2025-06-28 15:12:24,50.95,Credit Card,Settled,minim nostrud laboris do ex exercitation enim do
c835d33d-4041-4aee-a292-f47d1ecbfd7c,17d1dfdf-c3c7-45fe-86f4-c859b2e4231e,2025-03-26 00:19:05,195.92,Credit Card,Settled,eiusmod et incididunt lorem et veniam dolor minim
e2fe5081-a052-4c6a-8901-95a72da07f53,1f224c91-a467-4814-9a05-eac5537853d2,2024-03-18 18:28:46,16.89,Debit Card,Settled,et sed lorem consequat commodo quis eiusmod ea
cb466cfe-a2d5-45f1-99d5-e8d36e937baa,3d426470-1c8c-4a48-a610-f14cb658aaae,2024-07-22 01:53:00,73.59,Debit Card,Settled,ut ea adipiscing amet elit minim minim consequat
74bc09ea-4af8-4ba0-8d8c-6c766f3703dc,30bcdca2-d9f1-4bab-8c0d-49360a9c5e52,2024-09-05 08:31:04,13.63,ACH,Settled,nisi lorem ut elit ea amet ipsum et
26363a60-29d4-4242-b0d4-43f1368e6c1e,e767b560-2733-4d79-81e5-a6877c4d3e0c,2024-12-07 17:39:17,24.57,Credit Card,Settled,consequat aliquip do nostrud consequat ad magna sed
e22a77ec-e7cf-46cb-b406-f5da70a0204b,d0b34cdf-10ff-46f1-9f65-2d34ceb1e8e5,2024-05-16 21:35:30,127.23,Debit Card,Pending,lorem ut amet sed minim elit sit ex
9ed7fce6-922f-44fc-aff8-5a442ad26e27,df05449d-0056-4c29-8e17-bab39ce73451,2025-01-15 20:07:53,74.38,Credit Card,Settled,sed sed do ex enim ullamco enim sed
f8463a55-2e13-4294-b2f6-a2ca50f6c704,b49b16b0-4656-4145-9929-a5487e9f8a55,2025-06-12 08:55:34,85.82,Credit Card,Settled,amet veniam do labore laboris ullamco lorem lorem
b2085e48-edec-449a-87a3-7d90d93d250d,a1c0ae65-1d0f-4e55-9de5-d650f6e0715e,2025-04-24 11:45:49,43.44,ACH,Pending,commodo consectetur lorem ea minim ad consequat sit
88f828e8-b0cc-444b-aabe-9babf59fbbe4,122f0611-88fe-48fb-923c-b9ff2c757c56,2025-06-01 21:31:06,26.17,ACH,Settled,et magna do incididunt eiusmod commodo nostrud sit
7bdcc8b4-f688-446b-8883-d6b12e7bbd7f,13420c8f-2a1e-4d95-b177-781c207accd1,2024-06-03 13:50:37,40.76,Credit Card,Settled,minim exercitation consectetur eiusmod nostrud eiusmod consectetur ad
14af0949-f571-4751-a6f3-0f5c8e5dda0d,59b504cf-12ea-434a-868b-80355ab64893,2025-04-02 00:56:12,45.34,Debit Card,Settled,nisi consequat eiusmod amet eiusmod ut dolore elit
7c38c83f-5d81-44b4-9dd3-2a071ffddcfb,25f6bb10-630c-4e55-9bbf-f42ff1658d86,2024-06-11 12:05:59,65.66,Credit Card,Settled,enim consequat aliquip exercitation labore ullamco incididunt ut
b53e4b82-48c8-49ba-b31a-a4c5b590ba85,e231c601-31ba-4f87-89e6-c5b9c76e6018,2024-06-29 01:47:56,45.87,Cash,Settled,sed ad aliquip sit laboris nisi ut ut
2abcf7ac-8ef4-47eb-980d-44ab84ed3305,d0cc03ed-557a-43be-ac83-192e5e81437b,2025-02-04 12:48:23,31.05,Cash,Settled,eiusmod et aliquip labore laboris sed ad dolore
850e8eaa-5d6f-47a4-a536-626945cfe66c,68ad2590-3063-446b-9c0d-2279235985a6,2024-07-02 22:08:24,56.57,Credit Card,Settled,elit minim veniam magna magna do enim elit
94c47391-69ce-4a00-9d08-176aad585933,2f0c8599-7df4-4663-9125-11e5f201b2b3,2024-04-30 11:21:28,25.12,Credit Card,Pending,enim laboris amet veniam ullamco ex et ipsum
6402b15f-42d3-447d-b253-a8e7a5e388fb,52711156-a8d6-414e-87dc-510f4fcc672c,2024-02-06 05:48:37,63.09,Credit Card,Settled,adipiscing consequat consequat veniam veniam ea dolore ut
792bda25-1744-4d5d-be75-f9370f8671b2,3759fb88-cf9f-43f1-be94-a90e327ed7d9,2024-05-30 10:57:43,175.68,ACH,Settled,sed ex magna ut amet amet nostrud sed
0882e77b-a7dc-4428-92b5-af19b96203ef,208fc1e9-9f36-425f-9b9b-158490ffb54f,2024-08-28 05:49:59,66.19,Cash,Settled,commodo laboris aliqua aliquip minim tempor aliqua ex
683e4e1c-f268-440c-8a9f-1c03f23bfbb5,7afd6d70-d0fb-4f25-b3ed-4b8ed5386750,2025-07-27 17:40:41,86.21,Credit Card,Settled,nostrud veniam enim do labore laboris dolor incididunt
e5d5ab6d-19aa-49c8-879c-5a72405eb7bf,163655ec-74d7-4574-aa1f-1184aaeb082a,2024-03-03 18:57:00,63.87,Credit Card,Settled,dolore commodo ullamco et tempor ullamco labore ut
34ad8f8a-f8a7-43fa-bd38-5c1a3b64b95a,be8578b5-a82c-4adf-b0f0-e34715cd50fc,2024-03-05 12:19:06,61.1,Credit Card,Settled,nisi nisi labore ut incididunt aliquip consequat ut
f10b4ffc-0daa-4e5c-9ee6-84736cf631c2,5c4c1740-735b-4b42-ab70-61cb1998c9d8,2024-08-17 22:13:27,58.82,Credit Card,Settled,laboris consequat consequat consequat do do quis quis
8c391065-3f39-4ce2-bcad-22edfda471c2,92428a3f-2116-4ece-87a2-d990a61b550b,2025-06-20 07:37:27,92.72,Credit Card,Pending,ut ullamco ut quis lorem veniam eiusmod commodo
4d2ff734-5541-4f5c-b0da-706d16e0a0c5,968631be-726f-4ebf-97ff-84f90789d199,2024-09-26 06:30:23,17.52,Credit Card,Settled,ut consequat sit elit ut ut consequat ut
28f7f505-6469-45b4-9200-65645f7066e2,fadfee75-962e-4d39-8633-d309e48c1f79,2025-09-03 05:26:17,38.97,Debit Card,Settled,sed consequat laboris lorem elit nostrud ex ipsum
c29f530f-09f5-433a-ba07-85153fffb21e,249e2856-605d-4a2c-aca5-df557cfc41c5,2024-01-25 16:03:36,38.06,Credit Card,Settled,ut labore eiusmod adipiscing laboris ut et incididunt
d29073a3-1c56-406a-84a5-f3c8347706de,0edecd2f-e928-44bf-9343-43f1a59cd3cb,2025-08-25 06:27:06,30.41,Credit Card,Settled,consequat ut quis sed aliqua enim consequat eiusmod
0930819f-1bbf-4be6-a532-98f74f276a87,f0116b7e-9b55-4be4-8329-1aa5a51e7009,2025-07-10 15:59:27,92.05,Credit Card,Settled,ut adipiscing ipsum ut ut ea veniam lorem
31a224d6-86e3-4870-a2fb-0051209e17f2,f13d2187-3e64-4949-bd08-6af069e67680,2025-03-01 13:20:52,79.16,Credit Card,Settled,nisi minim veniam ex nisi incididunt consequat magna
4b7ef818-9790-4ee6-bbd9-32349ef64a46,33e03342-a6f7-4a6c-acfb-18a4dd351563,2025-06-03 15:55:20,73.27,Credit Card,Settled,ea ut ullamco consequat commodo et amet sed
cd770e02-7ede-4006-b66c-7c1795b136f7,4582f8c6-0713-4ea2-8f2b-1723079c60c7,2025-01-06 13:57:30,27.49,Credit Card,Settled,do aliquip quis dolore ut et do quis
98f07630-bbcb-4c1a-80e1-44eacddc72c5,931168cb-48b7-4526-a670-4931a43583d0,2024-10-10 21:37:07,61.94,Credit Card,Settled,dolor consequat exercitation commodo ex aliqua ut tempor
1067770a-d898-4233-9b55-320b12528afe,24fa10e4-2ff2-4261-b995-abc263884294,2024-09-01 00:50:18,31.67,Debit Card,Settled,ut eiusmod consectetur incididunt eiusmod veniam ut exercitation
8f6e5d57-a9a8-4103-9d55-7b5e8e1d6d95,8a7c85a0-4cb2-440b-8bc5-c92c2d9200c1,2024-01-27 07:32:43,76.87,ACH,Settled,sed ipsum eiusmod ullamco nostrud ut consectetur ipsum
87a38834-cb4e-4cfe-a39c-5923115b07bb,bdf892de-e7b2-4ddd-a37b-694f9ed412c8,2024-07-18 07:26:44,38.8,ACH,Settled,do et consectetur aliqua laboris incididunt ullamco lorem
41f2cd43-44f5-4aae-91d5-0fea0be378fd,19137583-8015-4d61-98cc-b42f5a7dd4dd,2024-08-10 08:53:01,39.76,Debit Card,Pending,ut elit ad incididunt incididunt consequat do elit
86963962-bf2e-4dd3-a1a1-d0287756b963,074a0a80-c922-40f3-8502-b1b5a3faca1e,2024-04-19 20:01:38,61.34,ACH,Settled,lorem et magna ut et tempor labore dolore
aa94c4ae-2edd-45be-80c7-def7aa4fff9c,7d7dce1d-6dc8-4b81-8e7a-a410f68da2e7,2024-10-23 06:37:30,38.49,Credit Card,Settled,consequat quis sit exercitation ullamco magna ex aliqua
7db960b0-8199-4efc-b54c-11805f917a25,3fc3a117-f0fb-4a82-a445-685794a92e86,2024-07-22 03:28:46,81.57,ACH,Settled,elit labore tempor adipiscing adipiscing ex adipiscing enim
5c2b6d12-c5ee-4670-b85b-12b3e2062790,9ef5c3e7-f0e2-4be6-a8a3-4decca7511f9,2025-03-13 12:56:29,34.03,Credit Card,Settled,ipsum labore consequat ullamco do nostrud consectetur do
037efa68-adf2-4511-9397-eee98ec9398c,af85bcfd-d241-4f73-9189-557f018b4bb6,2025-02-11 02:39:12,29.57,Credit Card,Settled,nostrud consequat nisi ipsum nisi ipsum ex sed
ae386ab1-b535-420c-a429-97ccadfcee23,23791015-873e-42a2-b75d-22f80f8a3acd,2025-06-02 20:38:52,114.59,Credit Card,Settled,ut eiusmod laboris nostrud ut ut quis commodo
6bbc3a21-25d2-4739-81c3-2eda2aed8002,163655ec-74d7-4574-aa1f-1184aaeb082a,2025-07-24 04:30:20,86.66,ACH,Settled,ullamco amet elit ut do consectetur aliqua dolore
17d707d7-4279-44cd-98d3-a7ddcb53c9b5,53e5bd90-7469-491c-9fd7-c624c57a7060,2024-01-26 09:06:37,146.34,Credit Card,Settled,elit amet ullamco ullamco eiusmod labore adipiscing adipiscing
6650357f-038d-4614-b399-04ecdd5a46df,a3747998-1f9e-45c2-aa3b-615db516236a,2024-11-23 18:19:14,85.89,Credit Card,Settled,ut consequat adipiscing et laboris quis ea amet
fad04eed-7146-42a7-92dd-59f575230b61,ed388bd1-2f56-4602-ad91-12f219336b4c,2025-08-29 01:25:30,26.41,Credit Card,Settled,enim magna commodo elit ipsum magna consectetur et
e9c78d4e-0915-4792-a879-ce85d7df0916,1bfb725d-6d82-4efd-8d59-e4d4e6e9c9cd,2024-09-28 16:34:55,78.28,ACH,Settled,elit exercitation labore aliqua ut nostrud consectetur ut
6819d16f-0808-4b8d-8056-3f23c927e7f9,609862ad-60a3-4952-9611-96bdee983dce,2024-07-06 10:05:12,33.53,Credit Card,Settled,enim magna dolore consequat et ut ex consequat
06e20cdf-fd4f-4c7e-a264-b5fb8e063d84,aa38a45e-1118-4380-838a-37644e509a05,2024-09-03 18:02:17,230.95,Credit Card,Settled,ut nisi adipiscing tempor tempor labore enim ipsum
00078af9-a682-482e-b73c-1b9b89036aab,decdd810-ad77-4bc9-9ba1-f94736846db8,2025-08-30 00:41:25,122.2,Debit Card,Settled,commodo dolore ipsum eiusmod elit ut ullamco veniam
eac5d4c5-2703-4257-a449-50a2607117bf,b5d82ccd-2f94-4d44-80a3-1eea6830470b,2025-05-06 15:58:24,37.4,Credit Card,Settled,aliquip amet minim dolor dolore elit minim aliqua
42cdf295-2887-45df-957a-030365e3b902,df210455-5e16-49a3-8ccd-2efb8c3f8d91,2024-09-20 01:13:11,77.8,Credit Card,Settled,amet et ea do do veniam ut sit
f115bfa7-89db-4e66-98e6-b61e97752df5,5ac0f4f7-1ad3-4265-8afa-560c2280adf1,2025-02-04 03:24:00,112.1,Debit Card,Settled,sit labore dolor consequat enim ex aliquip consequat
e91ba77d-7499-4c11-99a3-ed2ab906d71f,2610e134-a535-4189-9aeb-22e0f8dd2040,2024-09-02 19:45:32,89.62,Credit Card,Settled,ut ullamco tempor sit labore enim ut minim
d38ad4c4-45f0-41fb-8495-dbec1a28a256,7e7df397-9ba0-4cb3-9d12-251d588469ea,2025-03-08 22:32:05,17.03,Credit Card,Settled,dolore veniam ut labore labore ea sed ut
b4e1c053-c4e6-4d60-8cc3-4d8797ca2b5d,6e2a68f5-5489-4809-90be-2d3c86c0e138,2025-03-08 22:59:32,96.86,Credit Card,Settled,do eiusmod et veniam eiusmod ipsum ullamco adipiscing
30eed972-ed34-48fe-b779-87a7aae3692d,59aa5158-5def-4867-840c-fd670817aa92,2025-07-09 15:51:50,15.73,Credit Card,Settled,veniam ut do nostrud dolore lorem sit quis
26a82095-2d4f-4314-bbec-c1b05f97f8ca,b1e3bfba-e71c-4e22-892e-d331eb0d86dc,2024-03-11 15:21:24,157.79,Credit Card,Settled,veniam enim eiusmod et ex magna minim ex
24731db6-999d-4244-a4ec-5ab410bcb9dd,071751fd-93f8-42e7-a162-cad4a1f55353,2024-11-14 20:54:34,37.43,Debit Card,Settled,dolor ex ut ad adipiscing exercitation aliquip incididunt
f60f32a6-c7ef-44be-ba93-fdce8f455e46,72688b8c-e402-4114-9441-c3c1cb405757,2025-06-16 23:03:10,96.84,ACH,Settled,ea aliquip sed ex quis adipiscing nisi tempor
14b383e3-c12e-4ece-bd82-f0e51957a09c,99c1a31a-981c-4303-875a-6829ae098efb,2024-12-20 22:14:44,112.39,Credit Card,Settled,sed sed ut aliquip exercitation sit ex tempor
c84dcaf1-4f8a-4cab-af3b-5f0c42479bab,6515c710-40e8-4a11-bfe2-588d484cced9,2024-05-02 21:29:43,49.26,Credit Card,Settled,ut magna exercitation adipiscing consectetur ipsum consectetur dolor
e05aa17c-2395-4cd1-8d20-04e97efb562a,b4604c5b-dbad-4827-bd8b-8067d2c430a0,2024-09-01 20:40:09,32.97,Credit Card,Settled,amet adipiscing ea quis et et sed enim
907bc90d-ee62-4ee2-b508-343ff52034c2,351212b9-3e8c-402c-acb9-1f0c357725be,2024-06-24 15:38:36,79.37,ACH,Settled,labore ad do incididunt quis consectetur commodo tempor
1dfc0401-4cfd-4767-95dd-0fecceadf684,3fab96d0-b511-4fed-832e-08ccd592b778,2024-04-22 06:37:22,52.33,ACH,Settled,aliqua eiusmod aliquip aliquip amet amet nisi tempor
20ab8c52-3cb8-4c84-a151-c679e16ea52e,12aeb0cf-c17f-4372-82d5-f33bdb2906fd,2024-08-30 00:40:37,43.91,Debit Card,Settled,tempor ad dolore elit nostrud laboris amet incididunt
741fd3a4-5baa-49ab-b034-8bd0a08905af,24851f67-a8c2-4c21-b81c-287b9fc1fc93,2024-03-21 10:30:14,69.72,Cash,Settled,ipsum enim dolor eiusmod ipsum nostrud quis exercitation
7736ad07-6f28-42d8-aad4-996da9cef4c0,d365fc91-e133-4609-9907-dca47f681724,2024-07-27 21:14:19,19.62,Credit Card,Settled,aliquip commodo ad minim adipiscing dolor veniam ut
18bd2e03-5978-45ac-b4ec-18a9b8ffa575,841de0ca-8f0a-4f54-8956-2219006797f0,2024-04-06 05:24:35,56.64,Credit Card,Settled,ex magna elit sed enim dolore ipsum labore
2f1fec62-758c-4993-9a18-f3516b9e938c,e048e3a0-88fd-45a3-8fc7-17e891988ba0,2024-03-20 08:38:44,76.81,Debit Card,Settled,exercitation lorem sed lorem exercitation nostrud aliqua dolor
2f192a4f-a7aa-40e5-9c7b-093b9b6ee8c9,e9616263-6cde-4231-a804-e6afee8d1c9f,2024-02-25 22:19:28,55.73,Debit Card,Settled,do ut exercitation adipiscing elit ad consequat sit
dbc50e14-5da5-4c53-bd74-c9c9f4ab09bb,bb4d6d8e-9c68-4832-a8b3-0dee7bc3cdf1,2025-06-08 07:31:52,104.91,Credit Card,Settled,sed nisi nisi sed nostrud nostrud dolor magna
273f9aaf-9df2-46bd-b6a2-8994c0ef4d67,d0e90a33-11b6-43b1-bec6-d7b124f17bfb,2024-03-17 08:34:22,89.27,Credit Card,Settled,incididunt consequat exercitation consectetur ut exercitation aliquip nisi
4365dfea-50d3-44f8-a93c-f392b5192886,10fd947e-53c8-4c36-9da8-03168d6912c3,2025-06-16 21:32:47,124.75,Debit Card,Settled,dolor tempor sed ut elit quis enim sit
61f61744-3bf8-424e-96ad-47f8e1bdbbe1,3c89c137-c671-4c74-9cef-401c216b3bd6,2024-03-14 13:22:39,29.75,Credit Card,Settled,ex aliquip adipiscing incididunt commodo aliquip ea commodo
12b61e8d-3912-4d2e-8c49-a206f10cfe4d,dab1e743-dee9-43da-9d3d-4b9bc183acbb,2024-02-11 01:08:15,23.46,Credit Card,Settled,adipiscing sed ut minim nisi ea consequat aliqua
b66242bf-3214-4b0b-86dd-d3ff829b8c0a,f7b7ed59-5c8b-4349-af74-d83863be39ec,2025-01-21 10:39:13,84.66,Credit Card,Settled,eiusmod nisi exercitation labore ex consectetur commodo et
436f73b2-68a1-4c54-8e99-63c4b9daeca5,96799101-f7cd-446e-a798-d840c6db63a0,2024-08-02 03:05:52,30.14,Credit Card,Settled,incididunt dolor ea magna dolor nostrud ipsum sit
632e6d2f-f7a0-4378-809c-6533d9bfa06b,192fb52b-5cb1-4440-9189-189a1d146730,2025-07-18 19:33:20,76.97,ACH,Settled,quis adipiscing ad ut aliqua ea consectetur lorem
76d3cc08-23ee-4dd4-a538-c2387fdcb686,1b2f7eba-e40c-498a-9b74-563687da3c0f,2024-03-30 21:02:21,21.64,Credit Card,Settled,sed do quis adipiscing magna magna commodo dolore
f253cc51-4d2c-442a-a58d-f680a45b344b,46d186c0-e57f-4492-abc3-7782d69608fa,2025-06-16 11:42:30,55.16,Credit Card,Settled,veniam et ut exercitation sed commodo quis exercitation
d2d2dca1-1974-4b2b-bb82-d7fedee0d9b7,c6df09af-bc48-4846-b018-8814463875d2,2024-06-05 02:16:15,78.43,Credit Card,Settled,et consectetur magna do ad ut ad do
c7d933bd-ff4c-4bd0-8e3f-dedf6aeba1ef,8a7c85a0-4cb2-440b-8bc5-c92c2d9200c1,2024-08-10 19:30:08,77.35,Credit Card,Settled,incididunt aliquip ipsum incididunt ad ut incididunt dolore
050ea7f0-216a-4eb6-8370-c7476f84bb8e,2c5af97f-01c6-4d44-97d3-5d674308fa13,2025-08-04 21:17:01,28.04,Credit Card,Settled,amet nostrud lorem laboris do lorem eiusmod commodo
532c002a-9ca1-4c01-a3e1-3eb31cbcd78c,0a079289-588c-453b-b223-69b6799692ec,2025-06-04 22:04:18,76.08,Credit Card,Settled,laboris ut lorem sit amet sed labore ut
b233f298-21ff-4379-825d-03bb4f1fccdd,5c28cb57-3547-4feb-ad42-0914a5c147e7,2024-06-07 07:08:23,61.75,ACH,Settled,incididunt commodo commodo aliqua amet minim dolore et
1bf0b9d4-3ba8-4f03-8cfd-2ddf6980ebeb,e7b787a0-6d12-4b43-a648-3c831fddef2e,2024-04-28 14:03:34,45.01,Cash,Settled,ipsum ad veniam sed nisi eiusmod consequat nostrud
51508af7-9c85-48ca-8f69-37dada7867bc,36b1b386-4919-4528-9d0b-1b0d54442871,2025-05-04 22:43:26,55.02,Credit Card,Settled,sed quis ullamco do ullamco exercitation incididunt lorem
ff9f5d91-0a8b-427b-83aa-3fd9c0dee631,a1c0ae65-1d0f-4e55-9de5-d650f6e0715e,2024-12-30 00:10:04,13.14,Credit Card,Settled,magna tempor consequat quis adipiscing do magna aliquip
b49c72e8-bece-4fae-86fa-ba5847ad6887,9f3e6bd5-5a4b-4f41-8160-86d4052c7621,2025-07-21 14:07:06,67.42,Credit Card,Pending,minim amet amet aliquip minim ipsum ea eiusmod
3e0ef3e8-2cd9-4009-b925-313dcb858016,6c40d239-3523-4756-beca-c9d5552e5f9e,2024-10-19 08:12:24,40.34,Credit Card,Pending,ex tempor do adipiscing magna elit ut aliqua
b4d4f5b2-faf7-4213-a418-7a2bf216abd6,cd7122ba-397a-4bc0-99aa-0e6ed2de5891,2024-03-23 11:56:10,82.12,Credit Card,Settled,ex ipsum ea labore laboris sit et ea
903a36d0-07f6-496a-8336-7a0c51b83ec9,4a9afe0c-4dfe-41b2-844c-d704e103df03,2025-06-19 17:31:22,40.28,Credit Card,Settled,consequat minim dolor exercitation lorem veniam laboris nisi
43f4c2a0-a0ed-4c6f-9858-b689c3c89dc7,8e35a358-44a3-482c-92e3-95c574d017fe,2025-02-28 15:25:33,36.12,Credit Card,Settled,consectetur ullamco et ut enim nisi adipiscing elit
560342cb-ec10-43b6-8838-d0c50a020853,da6ab4d8-8702-42f2-a185-74cdb0ab4bc5,2025-03-30 22:24:24,39.44,Credit Card,Settled,laboris aliqua do aliquip adipiscing nostrud enim quis
0793a7ca-8b46-4cee-a0ce-74e214c87046,db8fb2f7-a284-4e5c-8ec9-be1acfe1d4c0,2025-05-11 15:47:51,117.86,Credit Card,Settled,ad labore sed ut aliquip consequat do eiusmod
9a6dabe2-9c36-4391-8d23-4da7969b42ba,90004b55-6e0b-4a71-95ba-ff320a5f5ef6,2025-08-23 06:03:28,68.45,Debit Card,Settled,quis labore quis commodo nisi aliqua ad nisi
48746434-fae9-42d0-b2ca-cfcc51ee6a62,18f95104-0c2e-4f47-bb65-8cb1c3eb05c1,2024-01-05 00:13:17,19.6,Credit Card,Settled,nostrud nisi minim ipsum magna ut sed consequat
fae1a61e-ddca-4646-9cce-a0d4a31874bb,b9863e90-7e5e-44b7-b5ac-83ace01b2a43,2025-04-30 21:17:21,48.48,Credit Card,Settled,et dolor amet amet dolor enim aliqua enim
3d8d35e9-d447-423e-b63e-c4f66c2b18c0,7e7df397-9ba0-4cb3-9d12-251d588469ea,2025-01-26 15:35:43,29.19,Credit Card,Settled,sit eiusmod commodo sed quis lorem do tempor
53c0b299-cb8d-4c1a-9574-aef48d1d79d7,df66519b-de57-4cb3-9ed4-e1ce9c768b87,2024-07-22 17:53:37,46.02,Credit Card,Settled,tempor sed enim amet dolor et ad ad
7db3181b-e6d6-4685-a963-b919ccd14134,48a6f729-2378-471f-830b-dea1f9c7a841,2024-11-17 15:46:29,56.49,Credit Card,Settled,lorem consectetur dolore amet do labore et incididunt
