invoice_id,customer_id,invoice_dt,due_dt,amount_usd,status
406bc5b7-30a1-4f99-a999-6cbad08ea51b,c50b2222-2c85-4193-a4a3-56c681cc3b84,2025-03-28,2024-12-18,358.6,Open
a0887ba7-2f4a-4f00-a4ae-bd29674d8e4f,37e0785b-3ddc-496e-84e8-42c9fc930068,2025-06-16,2024-07-08,127.21,Open
8bf53aa6-9ed4-41dc-9165-166913d0c5da,aa1b2fe9-0e51-494b-b872-17397c6caca3,2025-03-31,2024-02-12,92.72,Paid
06e6c650-8d4a-4842-a83b-8e2e7e61357b,edc1f6c6-8648-42c1-a62e-9b8188c95a3c,2024-09-09,2024-08-14,109.78,Paid
055268d1-37e2-4993-9039-951a6b63a301,aa40df4f-0ad1-4884-b238-8363e8bf1cf9,2024-02-24,2024-09-07,240.84,Open
2ce6c005-5258-4cb3-9500-90136febd38a,927cc6b5-7577-43fb-98c1-0453aa6504f1,2024-04-22,2025-05-30,189.69,Open
cf52365e-8564-423c-ac8c-d673f639cd04,c1ddab65-f07a-497e-83c6-0f2d3f336b32,2024-07-08,2025-01-08,558.64,Paid
973cd47d-5565-4323-b948-d102fa15f8f9,7955e340-021d-45a4-be0c-4cc1fea15b53,2025-02-23,2024-02-04,309.35,Paid
d63ad625-15cc-43e3-8b78-5b486e6282e7,90004b55-6e0b-4a71-95ba-ff320a5f5ef6,2024-05-05,2025-03-12,142.76,Paid
472a6369-dfd6-4fb2-8157-ed572cffa895,5000166f-95d5-4c74-b128-0834e02382c7,2024-01-21,2025-06-11,321.65,Open
bcc64aec-4162-4c90-8101-d26b4f4387a1,98813573-2b61-4da9-b51d-16d9dd547bad,2025-05-10,2025-05-31,378.32,Paid
19c8ea44-abc6-43b2-a242-0456737be00a,df826308-e010-4b39-9750-97fcf67cc20d,2024-05-21,2025-02-12,362.2,Late
73ff8b5f-7cd4-41c7-ac58-f65e4ba12fdf,f091f4e1-1256-454b-987b-31edd7adc667,2025-01-30,2025-07-31,151.4,Paid
e00f420a-3485-42ff-aece-fdbf68c5039c,604ebbf2-afd0-40b6-ab02-813d1c4887da,2025-08-09,2025-04-04,254.83,Late
172a72db-0f27-4f33-bce4-77dcb0a710f5,1128d6e3-0168-4607-bda5-3082ce8a2a63,2024-10-07,2025-04-29,214.21,Open
b1d57a1e-8270-49f1-a74b-bfa0c98fbb40,8f599a3d-ae30-47d9-8103-9eae2cb29a43,2024-05-05,2025-01-14,61.12,Paid
44d31930-1024-403b-be29-3c6c3f5d80cf,f0edbf15-d84f-45f6-baad-01df34402ad9,2024-02-26,2025-08-23,520.67,Paid
e16cab40-98a7-4feb-9e5a-8dd6aa69b5c4,a912d7c0-ebbc-46a7-8946-f54f908f1313,2025-06-07,2024-11-02,447.07,Open
2799ae00-79ff-48ec-8dab-a66c4c82a3da,73d7d072-943f-4b2e-bea4-5710d17a870f,2025-08-05,2024-07-19,129.18,Disputed
ceee41bd-1d34-43f9-9278-c92ef4c24602,c36b0596-0f5d-443c-8bc5-666b54ba054f,2024-02-08,2024-06-20,133.22,Paid
8f8ab5a3-402d-4e8a-a389-a11f552ea80f,07ef170f-01cb-4781-8185-27d3cd810b20,2024-02-08,2025-01-28,85.86,Paid
f625ee82-4c06-4ca2-b9d4-6751b717e790,53ebe5de-7487-42bd-9fdd-0be7e4fbef31,2024-08-06,2025-05-26,50.81,Late
7b51f064-f665-40b0-9cf7-be9c32130b3a,01b67f69-96f2-4823-919c-ec743dc229d9,2025-07-11,2024-12-09,122.2,Paid
2e82213d-6016-4e9c-9dbc-9762e817c83f,e89208c1-a0e8-4396-b4bb-d67b1a9ec81e,2025-09-05,2025-03-04,188.95,Paid
c68f4ef0-7cad-485e-abef-f2076f31a8e7,ffea4ee6-feeb-45ec-b0a2-2946fb617d03,2024-07-27,2024-04-28,158.59,Open
008117c2-5209-499f-825c-123531f459ab,28cfc026-c565-449e-8608-8e609ce5c5bb,2025-06-04,2025-02-14,205.2,Paid
d7d5a002-02da-4f12-ac0f-fc1fee0cbcac,f0edbf15-d84f-45f6-baad-01df34402ad9,2024-09-21,2025-04-24,72.1,Open
acb7417d-a22f-421c-aae8-6d913b644c73,e7b787a0-6d12-4b43-a648-3c831fddef2e,2024-08-01,2025-09-10,423.75,Open
62fc8fa6-cac0-4152-b6ea-10b9ca38c14e,8efef8ff-1d9a-4d2d-9e1a-061aafa50f2b,2024-12-15,2025-04-01,171.37,Paid
6d2f385b-a888-4624-b341-4a561bfdb588,18a0e83b-b7a7-4197-965b-52415f1052e2,2024-07-31,2024-06-21,149.55,Paid
1b293ab7-5a2c-4e72-a523-7aaf60b41dc4,02d95649-8c6e-45e5-b814-42d1b220b169,2024-12-16,2024-07-04,101.17,Open
57783440-523c-4ea8-bf47-811cb2550c16,6ddebb46-5fe7-437d-b846-e16706351b5a,2025-04-24,2024-11-20,231.67,Open
8a86a61c-c417-42ad-be49-875d180bdee6,7f969200-f232-478d-840d-5cedfa7523aa,2024-01-07,2025-04-10,192.78,Paid
a49b6714-bb4b-468e-a5b2-b6e825704c62,2cd4f484-31be-4624-b51e-db6811abb043,2024-09-25,2024-12-02,184.84,Paid
a7d8d5c2-311a-49b7-9ae4-7c8dc8a73be7,da295314-7acc-4c55-9c79-8c352b5719a7,2025-08-01,2024-08-20,108.99,Paid
aa853fab-840c-4b51-ac6e-2ecaab613020,2f0c8599-7df4-4663-9125-11e5f201b2b3,2024-11-05,2024-03-29,149.93,Paid
a36835c9-6bcb-4ec2-b8b9-9aebae365c58,bbed70b0-dc6e-4694-aa3b-da26134d19d0,2024-02-03,2025-02-07,94.18,Paid
e6ad6bfb-1495-4787-a6c0-60d891332f91,5ceaeaed-122f-4e86-a36b-209d3b6355ce,2025-06-12,2024-02-28,441.3,Paid
e8627997-fdec-4aa7-a446-c472d34b9141,ad63bcbe-1a6e-4eb1-8792-f3532a26fba9,2024-12-05,2024-01-23,288.42,Paid
f9a969ef-1f1c-48f0-b8b4-a95121c0e4f2,e3c056e8-9865-4560-b5a9-2fc78e922286,2024-11-05,2024-02-03,107.02,Paid
a1352751-ad21-4c60-800a-75bc6615d87c,62be4339-e8e3-42b1-a5d2-6554b3151e90,2024-10-22,2025-05-02,100.87,Paid
441b535c-3a4f-4d29-8532-8394a84b0ee6,87b634af-4c75-44ec-8233-4f2a9b04f218,2024-03-25,2024-10-19,209.82,Disputed
0f12c41f-70d2-416e-b8da-7d989be8b5c2,d5c501cc-0760-4c98-b7cf-094cf5a7f0aa,2025-09-10,2024-07-30,65.75,Late
c22bd349-e062-448d-870e-e10fa02853c0,be8578b5-a82c-4adf-b0f0-e34715cd50fc,2025-07-19,2024-02-18,91.99,Open
ce86f682-67c8-4aab-b30c-b6facf8c3a6e,6c04aa52-b833-428f-b8ac-61e85f5cf21d,2024-07-20,2024-08-07,155.95,Paid
03261392-8946-4d5d-bcf0-a6d9c1c3fd3c,4767c924-e907-4c31-b0c3-6e6bbb7ec3bf,2024-11-17,2024-06-17,123.53,Late
a7a30e02-9804-4aaa-8fe9-bae33a559634,30de309e-5a39-4981-bd92-61e93b6d4d8f,2024-08-14,2025-09-20,358.35,Paid
748bb256-3335-4ba8-8a5d-b8bb2bfcccde,9d8f2288-a336-43cb-9849-84033f196983,2025-05-07,2024-03-05,132.68,Late
7b817de0-d33f-4cf0-88db-2b653d0f828d,11add6d8-235e-46d8-b072-9f3fb6fd50c6,2024-12-21,2025-08-14,137.91,Paid
f016889c-2f10-459f-9512-570deb80bd64,6c4094cf-fbd1-455f-a8be-9ad3cbd2965a,2025-08-18,2025-09-22,81.89,Paid
4446029c-50c7-4e3e-89f6-4735dcbf0177,be741147-a0f1-4ab9-bee2-c7f4af6cea25,2024-09-13,2025-01-21,532.78,Late
717c7e37-96cf-4cd9-9d38-69f534bc398e,359e389e-73ad-4a9b-8a9d-2b31fca70c8e,2024-01-26,2024-03-07,341.38,Paid
d1ff0b3e-3ac5-4191-b870-33ebe7da1737,ca1b42cd-407c-41b0-9b86-2ccfa3e576a7,2025-04-29,2024-04-13,62.02,Late
d939947a-f27d-4a40-b10e-c19bac9f6dd4,25b8bc95-82c2-44d7-97d3-8f0581c9b2c5,2024-02-14,2025-07-02,381.42,Paid
ffb00380-c562-4d26-a2fa-98c6699b9f12,9c5d7b3d-44bd-45be-b3cd-6986090294d4,2024-11-22,2025-01-25,68.01,Paid
73b7e6b5-c84a-461e-a7e7-33cfb190c501,f32f5138-7879-4b3e-aa5a-7f1c95a3ef24,2024-12-21,2024-06-22,170.03,Disputed
fcd4276d-7cac-4f19-a4f8-5a0efe7de41a,69804c9c-fb60-4e0e-aae8-409f8e3b562d,2025-04-12,2024-10-19,258.28,Open
b58ebc67-f511-4f68-9e4d-5b95153bcd64,f8a14363-84a7-47d8-99af-538c9cb8ba86,2025-03-30,2024-03-07,335.79,Paid
2107eae0-107b-402e-8ac7-59dfab57cd33,cfc24260-9a07-4404-8e95-4149a83900dd,2025-03-30,2024-11-05,225.18,Paid
d7aa1536-8864-4652-ac2f-8937f0d8d4bc,6bae66a1-a023-443a-b47d-76ccfb86b9f0,2025-02-27,2025-09-22,394.78,Paid
e255a886-933f-4a77-add6-8c4355c5a43e,3ddf16c2-6822-48cc-80f6-7752b1e09ad1,2025-03-13,2024-07-18,153.75,Paid
4f77502c-f206-444c-872e-c8e6b3f8a030,5ceaeaed-122f-4e86-a36b-209d3b6355ce,2024-07-09,2025-01-26,246.74,Paid
e98a15c9-2184-4405-9fd2-56d5dec1aa4b,4414cd07-5cc1-4bfe-8b39-07283f4a22ed,2025-06-13,2024-11-28,266.2,Open
a48cb61c-7e15-4544-b29f-0025db40507e,69159129-219d-4246-90ec-9fbb1fbfdc8a,2024-12-21,2024-09-10,172.91,Paid
ebb6bc86-0a7d-4a7f-af0c-ef35ddfe0bd3,2ccbd1bd-6259-4ed5-8eb9-eaca86b9a484,2025-07-02,2024-09-05,150.95,Late
a04327f9-fa6e-434e-abd5-ad53276c1047,18a2fc17-b69d-4e2f-9c7f-0ad56da1a3b6,2025-07-02,2025-08-02,187.36,Paid
5282c0c9-6175-4c40-8781-858b4852d538,0e68eaea-698f-40a0-b82f-26838a85e598,2025-04-07,2024-06-06,339.81,Paid
1e40f7fe-16fc-4e9c-8c0c-ab7e9a6b574f,8f1d46c6-7a6d-4d24-9b83-8dcb37fa8815,2024-12-13,2024-06-05,148.15,Late
0aa3eaaf-c476-4c81-8d89-37c883c7dda7,3163cb87-e20e-4533-8206-5d79ae173d4f,2025-04-07,2025-01-15,330.16,Paid
e16e683a-8fc2-4b04-a212-3571625a08dd,4fb4cd8a-ce51-49c7-ab7f-39698734c243,2024-10-28,2024-10-06,64.77,Late
08454dbd-197c-4f2b-b88d-a8f39a3b8ca5,6bbc2830-07c0-4a3b-897e-b984e937586e,2025-05-28,2025-05-31,60.88,Disputed
3d2db65f-e6a2-4081-bde4-f96e91a2d5f8,851a6ae5-6462-422e-bd83-fa65b7ef38c3,2024-09-10,2024-08-27,501.27,Paid
39c4fca6-7372-4ab9-bc67-54732ec4587c,d18e0a50-972e-401c-86ef-6272e70cdc2f,2025-04-23,2024-07-29,72.78,Late
3757f930-a639-46cb-8a2d-0ce3e808ff78,3e87831b-6e9c-4cc4-89eb-ccdd2690f515,2024-12-04,2024-04-28,101.68,Late
930e9caa-7039-47cb-a3b8-6e4f2f5a068d,2fb90dd6-a34c-4122-91d3-47983eab7c0f,2024-02-13,2024-06-13,413.06,Paid
ca967337-0b84-42af-a482-f6ab3021a05b,f8a14363-84a7-47d8-99af-538c9cb8ba86,2024-01-16,2025-01-05,323.28,Paid
bc376486-75e9-458e-a2ad-139b6b8226f2,ae82bc0c-434c-4b90-be16-efa97ad6c5e8,2024-03-01,2024-03-13,423.57,Paid
58eb4bdb-5ea3-4017-85bb-ce87951a7bc9,a2cd353b-3a65-46af-a7e1-e01e21f29a01,2025-02-26,2025-08-16,255.86,Late
6acb4037-60e9-41f4-aba1-434d6d7f002c,17b96033-0145-4169-a65c-84dd86be02f0,2024-12-07,2024-11-04,368.54,Open
b9fa83c4-ac65-4a9a-8431-e4abee3da633,ae488255-63ed-4a1d-9e71-cdcf9ef6af4c,2024-02-08,2025-06-23,281.42,Paid
b8ea1772-de8b-4dcf-ad73-714e43496555,ad27fea2-8047-411b-8107-203e25eb318a,2024-11-21,2024-11-06,308.79,Paid
616a9b5c-9c6f-4e0c-9c43-51158962344b,11ba5471-9a32-47b5-9460-677241d157e4,2025-04-25,2024-01-30,83.81,Open
ef98c145-6da8-4129-be56-ab08ef6c77b0,cac25cdc-1db3-4a36-aa95-436f17571014,2024-01-20,2025-01-13,180.38,Paid
acbe507e-29a1-4193-b5eb-337d1bc1f119,d556b41c-4073-44c4-a8eb-45a7cc37fcc4,2024-02-21,2024-06-27,455.79,Late
5c3667d2-e399-4605-ac9a-c8e2b2a04d6b,2d2b032a-56f2-47f3-907c-68c18481bd95,2025-04-18,2025-07-30,81.63,Paid
a975c520-0854-461d-9053-c3b95ee0f64b,2dc89e3a-f115-4cb8-82af-4b1abfc493af,2025-09-08,2025-02-04,124.11,Paid
de6a5174-08a2-4902-85ee-39962cfb2931,fb41a75e-58c4-4509-8fcd-53a19a8184e6,2025-02-15,2025-02-16,212.8,Late
94399b72-0f27-428b-9ca7-0f283d66095b,c5344dca-564a-4382-8d10-ae6bdba98b06,2025-01-31,2024-11-24,434.65,Paid
14388457-90d4-443c-9222-76433daa3969,37feaddb-ae7a-41f5-875b-49a4c8bfb119,2024-02-04,2025-06-07,101.23,Paid
adeac21a-03b7-4d8a-9ebf-6b9b33f355cf,a30f7643-2fe6-4f88-bfdd-2c6cd6488219,2025-08-06,2025-05-11,224.94,Paid
e8165fbc-b3b6-4e8b-b8b9-835db9d09a3d,0d50b15b-e847-4927-b2e1-879f2281fb2b,2025-08-12,2025-04-22,49.43,Open
4d06adde-d794-48ac-bf13-17ea6fd8c141,f8cae1b4-dc66-41b9-8c3e-2453051292bf,2025-09-03,2024-02-17,352.68,Paid
39a954ae-92e1-45f9-95eb-b4aebd0663b2,e7e1dd63-d681-42ea-b4f8-e289aa2f2bb4,2025-08-16,2024-10-18,96.55,Paid
c36b522c-ec85-4032-83ac-9697750a32c6,702eb773-77d6-4e92-b3e4-3e9646d82578,2024-12-11,2025-07-21,246.95,Paid
b022f0a3-c89d-4828-b8cf-6bb1ee8c15dd,e83e099d-5390-40f7-a3d2-852ee4467269,2024-08-26,2025-08-22,395.67,Paid
b5f2eacf-21d9-4d11-b6e3-9bd62d1e84e0,2c58eeb7-0150-4ede-9609-d4b5c2e00aca,2024-10-28,2025-01-27,441.15,Open
0cc66497-9c19-4c57-a73f-de4424fecb50,5fd469c9-c73d-4f1b-81a6-5c3722424bb5,2024-10-13,2025-02-09,195.48,Paid
b9a5deec-c52d-43b7-96b0-9001a9f74943,08d591f3-7843-441a-b503-55e061cfaa2a,2025-04-18,2024-12-05,323.21,Paid
4d2b8e09-9443-4771-b207-92b5cb0aa818,8ce67fa3-a723-4865-b36a-32dd6e46d3b2,2025-02-20,2025-01-27,106.85,Paid
1a245b4d-4e22-4290-b304-5b26625bdf6e,df826308-e010-4b39-9750-97fcf67cc20d,2025-07-14,2024-09-07,108.17,Open
a8bb8ce9-0dc9-4d11-80eb-7d8a51ad70b2,e215b0d2-9df6-4ff6-ace4-9f05c8e2901e,2024-11-03,2025-05-26,39.95,Paid
faf4ea3f-0f3a-4102-b4ca-022c80df7554,a712e0e8-14fe-41bb-ba13-73f8335ea215,2024-10-15,2024-06-07,394.4,Open
c2e9384a-ffe9-45e3-9c33-ed6f7ee84ca4,315fa0c0-5e97-4b9c-b198-bf83565b2ff9,2025-01-10,2024-12-25,477.68,Open
a4a306c3-e8d1-4819-8b00-6e101450f08f,3ddf16c2-6822-48cc-80f6-7752b1e09ad1,2024-05-20,2025-03-06,158.22,Open
62fe129b-a565-4924-991d-bfdddee3bb0f,c1ddab65-f07a-497e-83c6-0f2d3f336b32,2024-11-08,2024-05-28,214.71,Paid
0be9ea20-1ec1-4840-91d0-947faafddac7,3428d76d-3c98-4900-b8bc-0207c2855082,2024-04-25,2025-07-26,407.79,Late
b0dff980-4225-4203-b3cd-5570f6050fd8,787b1cc6-a015-45aa-85c2-20b44b9cb777,2024-07-11,2025-03-02,77.18,Paid
4564bf80-f262-49eb-ac4e-ba4de6e965b6,6362dd65-ec4b-47ef-8272-5e48cfc735fe,2025-08-22,2025-03-02,111.17,Paid
6e6af835-3d69-4586-b558-63cf9c6fbaa4,1317300e-2bed-46a7-96c7-c6bce6d907ae,2024-06-13,2025-05-24,161.89,Open
ad8661e0-1d80-40da-8c91-ed6a1619eaea,c6647359-52ed-45bd-b591-1b71b1ef2d33,2025-04-01,2025-07-16,414.08,Paid
66a544f7-c782-4052-9888-9dece2d6c283,22f327c9-0d54-45c7-8e41-09c9070fe799,2025-03-30,2024-10-02,534.03,Paid
e718f157-228a-4fe5-bfbc-3b642cb3104f,b1e3bfba-e71c-4e22-892e-d331eb0d86dc,2024-11-24,2025-06-21,107.49,Paid
f7e88d71-cf9f-4926-94a1-4fe18f50a0af,ae82bc0c-434c-4b90-be16-efa97ad6c5e8,2025-06-12,2024-12-26,148.83,Open
6ec8fadc-b669-4b6d-8afa-161d7cd55cef,c0f30250-91f9-403b-94ab-f03446199795,2024-11-27,2024-12-28,46.99,Late
90da9d76-6c5f-4cc9-971b-85cc218a8b93,a652546c-eb62-47b9-adab-32b138115bdb,2025-08-31,2024-03-15,300.78,Paid
276e2908-ce1a-4e3f-a88c-1264679b8128,89e69d0c-43d8-4f91-8cd5-d5ff3b790337,2025-04-17,2025-04-12,192.96,Paid
07e3c67c-064d-4ec4-a442-af433cfbab2f,ebbc2052-6139-49e3-93df-f0f649bfdfde,2025-07-11,2025-02-12,115.62,Paid
63844042-c0ca-4aad-a8ff-3e607e9e5af9,33548ad5-7a13-47dd-a9d9-c1014692570d,2024-05-22,2024-10-06,156.96,Late
0e3c1c32-52b3-4641-8da7-fe8402eee007,577766e1-02cb-4e5b-9332-a4374baf595e,2025-07-31,2024-04-11,209.65,Disputed
e260978e-e8f7-4771-afe6-a46d87dd57fa,51c6ac65-b0e9-48fb-8011-0863779e0f35,2024-12-26,2025-02-14,315.93,Open
8ff3e88e-36d0-4b04-9dd5-a92aaa4523c9,1f9a294b-c1b0-4b2a-b5d2-e2ac5ea9fea5,2024-05-17,2024-09-16,310.92,Late
91cfa87f-390e-47dd-b8da-ae57ac88a740,ec2c1b83-87b2-456c-aac2-d22b9ee4ea19,2024-05-11,2025-04-26,148.62,Paid
8653844d-350b-4fdd-8e52-43bd3b02ca66,49e4fbf5-4847-47db-b3e7-fd5e86ce16b1,2024-11-29,2024-07-01,366.38,Paid
4927392f-53a8-4563-b700-a882570e005d,667598f1-b3cf-4cf0-88a0-e4851d276909,2025-05-29,2024-05-25,160.89,Paid
902c4f45-e109-4239-a526-d42030d5a58f,886834e4-dabd-49f6-af32-416f04a8b0a4,2025-05-16,2024-09-24,119.91,Paid
a61e4aa1-da02-47a4-a330-664bcfa24758,b0a182fb-a84e-43a6-a677-fd4661ff7237,2025-01-11,2024-10-15,136.36,Paid
2c3a9931-1b29-4659-8938-99868103c338,b505d50a-5ffc-4374-9dfb-0ad35c98488e,2025-04-13,2025-07-06,444.17,Late
4aa26ebd-84d2-4503-b759-72ff7f899c3e,d3fece37-7905-45fd-a93b-f50f91f0272f,2025-01-19,2024-10-06,933.6,Paid
f7e572f3-a638-413b-902c-fad60e4609af,876c470a-61e0-4c3a-af0d-a57e1be574aa,2024-04-07,2024-05-10,151.21,Open
8e743d7f-eb5c-4af6-af0f-5eeb9c22d0a8,f4f82cd8-eee1-4c10-a6b3-d59b36a3cd3f,2024-01-17,2025-09-23,122.0,Paid
a44fdf49-b3a9-4aed-a473-8e22850747bc,0b345cd7-4762-4961-8d79-9ddfe94295f4,2024-07-16,2025-08-31,65.27,Late
c1807c9a-a085-4a97-aae5-f0038f30bba9,94061e8e-4f59-4f4d-8970-529c45c7c3b9,2024-03-04,2024-06-15,49.81,Paid
65b3db95-fe0d-4119-9a6d-15d22b5182e5,667598f1-b3cf-4cf0-88a0-e4851d276909,2024-07-01,2025-09-18,286.34,Paid
e72d0c87-ba07-47f2-a5c6-d5423a0402d9,b5d82ccd-2f94-4d44-80a3-1eea6830470b,2024-10-14,2025-01-09,259.42,Late
4c51582d-1f4f-4383-9725-6e8a26572f42,6fda61fb-0d2b-439f-9969-a4b7c9555fae,2025-05-01,2025-08-27,430.02,Paid
5e36b3b5-1543-4ff3-a38a-b43bcf277f50,7469c8a0-5f3f-4967-bf2f-9611dfcf8bc9,2024-03-31,2025-04-11,84.47,Paid
4e02610c-f0f2-4f3a-a3e8-878977acd4dc,cac25cdc-1db3-4a36-aa95-436f17571014,2025-02-07,2024-09-16,166.07,Open
c6f04d81-6e12-4026-9cd7-c766f0f7f90a,8e35a358-44a3-482c-92e3-95c574d017fe,2025-01-23,2025-07-20,213.27,Paid
f6914ecc-d4cb-4c12-8249-ee100d9b5a0a,df210455-5e16-49a3-8ccd-2efb8c3f8d91,2024-12-31,2025-02-10,111.55,Open
a1b92173-2e1b-4a35-8fb1-ebe9e81077c0,2faae50c-67f8-4b46-82d0-e545dd6515de,2024-09-04,2024-08-21,208.09,Paid
7360ac42-bcf2-4813-8aa3-44015a117aaa,36afe50f-156b-4720-8150-0546859ce20f,2024-03-16,2025-07-19,97.71,Paid
5e1d8c36-0e17-4ebb-80bc-d44ec52155e4,0b345cd7-4762-4961-8d79-9ddfe94295f4,2025-06-04,2025-01-18,58.22,Late
85306e58-e9bf-408d-9063-49b30b7d46c1,a38ff009-7297-4103-9f82-b7f47557f7d3,2024-07-01,2024-01-23,95.04,Open
c4e687da-68b7-4278-a221-f6d81185ffe9,76c3fd94-be47-417a-a69e-fe27edf0e6e3,2024-04-02,2025-08-09,262.36,Open
ef5f5ab4-d4ba-456f-b4b4-daa91d6e4a48,8b55e42a-6bae-45fd-a62d-bf8abcf7fe4d,2024-03-09,2024-08-22,40.56,Open
ae7d8a3b-51b7-4ce9-8171-35335776d214,7ee165c7-0775-4ce7-8b21-5234bd8ffb26,2025-04-18,2025-06-12,189.69,Late
1e08aa29-7d23-4a9d-a89d-c658cff2d566,8324df8c-99f2-4454-883f-df789a4b67ff,2024-08-16,2024-01-23,51.44,Open
46ddbd29-e400-49fb-b5e4-fd05e4152d0c,df210455-5e16-49a3-8ccd-2efb8c3f8d91,2024-01-23,2024-11-04,479.45,Paid
7c07c9b4-6991-40c9-bf2d-3357c657d35c,6bfa1b0a-fc3e-49b0-92f8-980e38caaed2,2024-03-29,2024-08-27,143.86,Paid
3465ee6e-47fb-43d7-90fa-793f33b37821,7f0b8a93-3b3f-4d98-a8f3-712d21648794,2024-01-20,2025-05-04,489.77,Open
4b1a56cb-935c-4d22-ad84-e97510f20441,6c6d205d-09e4-48d7-b37f-d15245159ef1,2024-10-31,2025-06-30,234.29,Paid
e459b90a-8cd6-44f8-9b2b-e85ccd9ede08,1265dfd3-ddd9-411f-abd4-053f47297416,2024-10-21,2024-08-10,212.72,Paid
ec994276-c938-41b7-8bb4-9ff964b7b282,38c022a2-aa82-4022-88f2-e42f855bb7b9,2025-01-01,2025-05-06,325.45,Open
b2839ec4-9a0d-45f7-863f-d5620aa1fa24,6e2a68f5-5489-4809-90be-2d3c86c0e138,2024-10-30,2025-02-12,85.87,Paid
199bcd44-775f-46df-a9a1-1dbed5e06ea9,bf331cbb-5af4-4417-9c5c-85dd7ac7758c,2025-01-02,2024-07-05,86.35,Paid
98718fc2-da12-4af4-9afb-fdfd80d5a52e,f9e6893f-a986-4e06-a635-63fd5aacadd9,2025-04-07,2024-10-15,78.27,Late
c82b9b40-bec6-4a62-9422-4c5d3d9f5863,fb32afbd-a9cc-4fcd-9774-3fad0c20f6b6,2024-02-29,2024-10-10,122.56,Late
28b636fb-d190-432a-bf1a-f0bb7f44d011,732f9c51-5837-4771-b4a7-07cb32cad19d,2025-07-15,2025-07-06,236.14,Paid
f1796fe6-0866-4110-ae3a-ad0a73bb5ce0,7b012521-6f1d-4bef-8d08-a9e36fb38ba6,2025-06-04,2024-08-05,33.66,Paid
6d932aee-6e8e-46ae-979f-0a77a84cc109,5915e940-b8dc-43a7-a4ec-0617475c5761,2024-05-15,2024-06-26,87.96,Paid
3e2b7ec4-6bdf-44ec-8d2a-f91557e18a4d,e215b0d2-9df6-4ff6-ace4-9f05c8e2901e,2024-08-19,2024-04-29,249.65,Paid
6b7cc62f-6161-46ab-82a0-56fa31c1e5e3,5ef26fa1-64cc-44ec-8f1e-ab4db705d03b,2024-07-13,2024-08-11,92.44,Open
384f83ff-2796-4b03-8ebf-d2b57222a119,11cbc9fc-2b3a-4912-a166-9f06c2d24e9d,2024-07-02,2024-07-26,294.05,Open
5dcb302e-1c73-4c77-9ae7-780c39031738,deff4f1f-c674-4cb1-8599-b415d0c01a32,2024-08-06,2025-09-16,83.78,Late
1c6998d4-6ffa-4de9-8817-386804d50dec,671e332c-c5d2-4e5f-8272-d97d4fe3411f,2024-03-26,2025-04-02,119.82,Paid
c8d28099-c7af-40df-b1c1-dadca1615333,75063c02-0a54-4ce5-bef6-f6c8fb9df55b,2024-05-13,2025-03-10,32.92,Paid
057d7774-2095-43cb-804b-453c47cc89dd,a2ec90ec-64e6-4d47-b6e6-692030e649fe,2024-03-02,2025-03-24,320.24,Paid
6a5bbbaa-30ad-4dcd-8bcf-ed8bdb0924f9,df66519b-de57-4cb3-9ed4-e1ce9c768b87,2024-12-29,2025-05-13,147.61,Open
026250e9-5dce-4643-a8cb-867d8ec532f7,21ee3a3e-876a-44ef-8947-e038387aa572,2025-05-19,2024-05-06,303.77,Open
e14ffd81-2f9a-4ba9-95c1-9481a5b19fb6,441e2abc-7073-41d1-b057-28a962cddce0,2024-08-11,2025-09-02,299.03,Late
032f3e52-d1b4-47f8-9585-0ffad44ea3ae,78f97fe8-dd66-4983-90d2-adcdc21751a6,2025-02-14,2024-09-05,56.64,Open
ce4d4f67-13cd-4b7c-901e-1499538fb57b,fcc27700-94d4-4323-bb83-7325663793f7,2025-09-07,2024-12-03,260.89,Late
9fc0cb14-938d-4628-bb47-538b6e3d7de3,aca5d310-d8d0-41de-a99a-32e22c27af65,2025-08-13,2024-12-10,312.03,Open
8ec6c812-c623-45bd-bb99-f8b48a85cb06,9231e1a8-6d69-4ccb-99c6-ffe0c35f7ffb,2024-09-25,2024-02-09,92.31,Paid
ca9c6a2d-c0ea-4e96-96e0-70899bb3c5da,a1511db1-5fd5-4345-aae3-0e360e26ba20,2024-02-24,2024-08-19,345.84,Paid
e2d9eec9-53bd-486b-ac9c-d79f9d5e36e8,a828b02d-6066-42fa-ae5c-5926f2fa675e,2025-06-11,2024-12-25,126.44,Paid
e345e5e2-9066-4f88-9fd6-f2f4edaf09f0,03a2ed03-fa85-4bf1-ada4-4f3b41706b1f,2024-07-15,2024-09-24,339.24,Paid
85d12218-fa72-439b-9674-6807e64c8645,d6db6076-5c69-4b09-a29c-63038b975f61,2025-08-16,2025-03-29,99.41,Paid
271f0e10-8e3c-4688-abc1-87f26db9e2b4,f662debd-f8dc-4f2b-bfc8-6c24f1212b28,2025-04-10,2025-03-26,287.59,Paid
6e1a8f5b-8583-4b94-9d52-9926a3c89159,e44c5d0c-ffb4-46ea-a704-5de798d9069e,2024-05-13,2025-06-10,133.16,Paid
d3511747-7988-478b-b18c-0945402ea7fd,8fa1849f-aede-4dfb-a4c3-68af58f03df6,2024-07-20,2024-09-09,288.53,Open
ec6914eb-632d-42bc-9b9f-12789ab20504,d1442c0d-9b5f-42c1-a88c-8e04bfb95e01,2024-11-27,2025-05-05,45.18,Paid
