respondent_id,submitted_at,city,age,gender,channel,nps,sat_overall,ease_of_use,cs_response_time,feature_importance,open_feedback
d10d042b-86ad-4864-975b-02e15b331eb1,2025-08-13 00:06:21,Cincinnati,43,Woman,Web,6,3,2,3,Security,do commodo magna commodo ullamco minim magna ipsum laboris sed labore consequat consectetur commodo
6c7c185b-5703-4d6a-a459-24d11c2e2805,2025-07-02 09:26:23,Dayton,45,Woman,In-person,4,2,1,4,Integrations,amet nisi dolore adipiscing ut commodo ad eiusmod sit do dolor quis commodo aliquip
74c4c260-3333-479d-84b5-b582339ebae3,2025-06-28 12:45:55,Cincinnati,70,Man,Phone,9,3,4,6,Security;Support;UI,tempor nostrud consectetur ea veniam minim ut incididunt dolor commodo aliqua commodo aliqua ut
6b253f8f-6bd9-4271-b0aa-4631691907d4,2025-08-05 10:19:58,Cleveland,50,Man,In-person,5,2,4,5,Support;Price,ad et ex exercitation do dolor ut et labore incididunt dolor ipsum sit veniam
afdd3d7f-999e-4237-9976-55b3d28f57a2,2025-09-02 04:19:56,Dayton,55,Man,Mobile App,3,1,5,1,Integrations;Support,sit lorem dolore quis dolor exercitation ex elit dolore do nisi nisi eiusmod eiusmod
ec3660cd-adc6-4d1b-ae54-a51ef64b388c,2025-08-05 16:06:37,Cincinnati,77,Man,Web,2,5,3,3,Price,dolore ad exercitation ullamco ex dolore ex eiusmod ex sed ad amet adipiscing minim
9dfc3dd3-ee47-4742-ace5-0fb2e3a3d492,2025-06-09 16:51:36,Cincinnati,42,Woman,Mobile App,1,1,3,2,Price,commodo commodo veniam et labore magna quis dolor consectetur ut commodo ut incididunt laboris
0537df44-6102-48e0-8161-5f0d203b91f0,2025-09-03 07:08:50,Dayton,58,Man,Web,8,3,3,5,Security;Quality;Speed,sit lorem do incididunt et ullamco sit ipsum nostrud ut incididunt ipsum adipiscing nostrud
1b942d8e-7f9b-484d-bf94-4f21ad3bcf0a,2025-07-18 11:26:11,Cleveland,81,Woman,In-person,6,2,3,4,Speed;Security,aliquip tempor magna labore veniam laboris et ut sit sed et commodo dolor consequat
51739a66-8db7-40ca-9df6-8a0bd0b38403,2025-06-07 23:35:48,Cincinnati,21,Man,Web,4,1,4,1,Speed,ut laboris aliquip veniam do ad sed lorem adipiscing ullamco ex amet consequat incididunt
fb8820b3-e85b-4776-afe5-2d2922560c0e,2025-06-04 01:09:03,Cincinnati,61,Man,Web,5,1,3,1,Quality;Support,sit elit minim consectetur lorem adipiscing ipsum incididunt quis nostrud ad aliqua nisi incididunt
189d99db-021c-45ff-9228-331bac44db71,2025-06-04 06:47:26,Louisville,31,Woman,Mobile App,6,4,1,3,Price,ad enim consectetur incididunt amet incididunt dolore magna ut aliquip tempor ullamco ut aliqua
be33eb77-5d0f-49a8-b78f-bb54f9ecd2ff,2025-08-25 23:00:18,Louisville,36,Woman,Phone,8,4,4,5,Security;Support,ut eiusmod consectetur labore ipsum sed adipiscing ut aliqua laboris veniam ut ut commodo
75f77907-e633-4393-a4c8-9fdc881d33bc,2025-08-02 12:53:37,Louisville,49,Man,Mobile App,4,3,5,5,Price,ut ut dolor dolore amet tempor ipsum do adipiscing veniam et sit sed enim
11c3e9f8-7e6e-4049-9ab0-471dfa6bc1d6,2025-07-21 01:54:07,Cincinnati,27,Man,Mobile App,7,2,5,2,Price;UI;Support,consequat tempor eiusmod laboris veniam labore minim ullamco tempor ea amet ipsum dolore ut
7b706839-888b-4564-a62b-d49a11308e20,2025-06-08 07:50:39,Cleveland,48,Man,Phone,2,1,2,3,Security;Price,enim aliqua elit dolore amet consectetur ullamco minim labore exercitation commodo eiusmod tempor sed
544ab0f8-f934-4fa7-b30b-0ac0c0f5e91b,2025-08-01 00:49:34,Dayton,80,Woman,Web,8,3,5,6,Support;Price;UI,nisi ipsum amet nisi consequat tempor incididunt ut ut veniam sed quis minim nostrud
94fdc45c-ffa7-4be2-be73-9dfcab4f2711,2025-08-21 02:37:04,Columbus,46,Man,Web,6,2,3,4,Price;Speed;Quality,nostrud ex quis exercitation adipiscing dolor ea lorem elit quis ut enim enim ullamco
6b0c3fa1-0605-49f9-9aa4-c1845b875991,2025-09-09 05:58:18,Cincinnati,45,Woman,Web,8,4,3,2,Security;Speed,ex ut et ullamco labore minim elit incididunt dolore ipsum exercitation ut eiusmod aliquip
61a3cb14-bc02-45f1-938b-cd6bc3e156fe,2025-08-25 11:22:26,Cincinnati,57,Woman,Web,0,4,5,3,Speed;Security;Quality,veniam incididunt minim elit do ex veniam adipiscing exercitation sed aliqua exercitation adipiscing ea
65383035-a1b5-445c-ab01-1db6afe5091d,2025-08-04 13:14:52,Cincinnati,74,Woman,In-person,8,4,1,2,Integrations;Support;Speed,et nisi consectetur incididunt sed amet consequat eiusmod consequat ea commodo et aliqua enim
e767f11c-6994-4ee3-9dc6-2f37c04c3461,2025-06-27 09:58:06,Columbus,31,Woman,In-person,5,4,3,6,Support;Quality;Speed,minim incididunt nisi labore consequat elit elit adipiscing dolore enim nostrud aliquip dolore magna
708cbe02-0fa0-42b9-b9ee-cdb7dbd4c5ce,2025-07-12 03:00:49,Cincinnati,18,Man,Web,8,1,4,4,Integrations;Quality,labore commodo ut do magna incididunt incididunt ex lorem dolor nostrud adipiscing eiusmod consequat
5871447b-d108-4fd2-b5be-3784fcb8838a,2025-09-11 07:52:18,Cincinnati,56,Woman,Web,0,3,3,7,Support;Speed,nostrud exercitation adipiscing ullamco et ullamco enim do consectetur eiusmod et ut et exercitation
d067ea71-23de-459e-bab6-f2a4022a579e,2025-07-01 17:14:14,Cleveland,60,Woman,Phone,3,4,4,4,Security;Support;UI,veniam elit consectetur dolore ut quis elit ipsum ex lorem ut quis ut commodo
76d81774-0153-4338-bb66-208eb101d0f3,2025-07-28 15:28:53,Cleveland,66,Man,Web,4,2,4,3,Speed;Integrations,ex ut ullamco amet consectetur sit laboris aliqua sit do ut et incididunt ipsum
383b2b7e-88b4-42b4-a42f-54dee09e71f7,2025-06-29 15:05:13,Cleveland,69,Man,Web,5,4,2,4,Security;Speed,adipiscing lorem ullamco dolore dolore labore minim dolor ad labore laboris ad sed et
cfd59d61-9d52-4fef-aac4-51c819a932db,2025-08-21 15:15:48,Cincinnati,61,Man,Web,0,3,1,5,Security,ullamco elit quis commodo amet sit aliquip ea ex ipsum tempor ut quis ipsum
27b570f0-f0cd-4fbe-89ee-af3e5f7c75ff,2025-08-22 16:20:19,Louisville,74,Woman,Web,4,3,5,6,Support;Speed;Quality,dolor ipsum consequat do elit lorem aliquip veniam lorem amet commodo quis adipiscing eiusmod
f3dc72d2-e71c-402a-9fc4-408f03c19ee0,2025-07-17 20:18:11,Columbus,72,Man,Web,7,1,5,6,Security,adipiscing elit commodo ut ut laboris adipiscing amet sit dolore ut laboris commodo ex
9836dd44-7049-4e2f-acfb-807a0f5f228a,2025-08-09 07:21:11,Cincinnati,42,Woman,Phone,6,3,3,7,UI;Price;Support,labore aliqua tempor ea ut elit amet sit ut amet do nostrud exercitation aliquip
80b99aaf-480b-47dd-9a1c-f4a0928b8a9e,2025-08-25 07:50:22,Cincinnati,42,Woman,Mobile App,9,2,5,4,Security;Support;UI,aliquip do consectetur veniam amet exercitation sed veniam ea sit ex ea ex quis
53804db7-5555-49aa-b689-6969e8b98bd6,2025-06-21 09:03:54,Cincinnati,41,Woman,Mobile App,8,4,3,5,Support;Speed,tempor ex ut eiusmod magna enim amet ut nostrud et consequat dolore incididunt ut
2b5490ba-bbf2-455d-a06f-5386ae351e5f,2025-08-02 08:13:07,Columbus,76,Woman,Phone,7,4,4,3,Security;Speed,labore ut minim enim enim aliqua tempor minim enim dolore exercitation lorem amet ex
7cf46a35-fbeb-4a10-8d58-9305277b1967,2025-06-11 12:09:49,Cleveland,48,Man,Web,9,4,4,2,Integrations,incididunt quis sit ad ipsum laboris aliqua ut et ut et dolor et sit
7af09d03-81d2-44d7-8b7b-0b8ed48e492b,2025-09-11 23:41:04,Cincinnati,69,Man,Web,6,2,4,5,Security;Price;Support,nisi do ut ut commodo laboris commodo aliquip ex enim dolor ex minim nisi
a08ea198-ffd8-4cff-8a88-f15879ca7f50,2025-07-12 19:38:05,Cincinnati,57,Woman,Web,8,5,4,5,Integrations;Security,labore sed minim ullamco ut laboris adipiscing ut et ex do amet ut ut
7f9f3e95-e86e-4848-b32d-67fba97701d0,2025-07-17 13:48:02,Cincinnati,63,Woman,Web,0,2,5,3,Integrations;Speed,incididunt dolor ad ipsum exercitation quis ut consequat ut exercitation ullamco nisi ut ipsum
34d5a631-ed46-40db-8782-5735cf6a4163,2025-07-03 10:06:36,Cincinnati,42,Woman,Web,10,4,5,4,Support,laboris amet exercitation nisi laboris lorem ut ut incididunt aliqua sit enim incididunt adipiscing
1db02161-60ae-4b95-a9aa-1b0b1e3ed886,2025-08-26 13:44:09,Louisville,51,Man,Mobile App,8,1,4,6,Price;Support,dolore minim ut ad sed ullamco nisi aliqua commodo quis et ullamco magna laboris
df1b10d3-f297-465b-ab21-1eedfd1d8142,2025-07-09 17:22:53,Cincinnati,56,Woman,Web,8,1,5,7,Price;Quality,adipiscing amet elit labore aliquip do adipiscing ut minim dolore ex consectetur adipiscing exercitation
f33b5652-050f-4730-bf42-d59bb18202e1,2025-08-23 22:27:25,Cincinnati,64,Man,Web,9,5,2,7,Support;Quality;Integrations,commodo ipsum veniam dolor veniam consectetur elit consectetur dolore ex labore aliqua amet dolor
77083a27-173c-4252-bc73-8de26705dacc,2025-06-10 10:02:52,Cincinnati,37,Man,Web,4,2,2,1,Support,commodo ad lorem sit laboris consequat ea elit dolore labore ea ex nisi ut
72dec63c-4025-400b-a626-075dc9751e38,2025-08-13 08:59:01,Columbus,37,Man,Web,4,3,4,7,Quality;Speed,amet quis amet nisi veniam nostrud nostrud labore veniam aliqua ut enim quis lorem
8a7f339b-5248-4162-be84-17cbe9498f2d,2025-07-20 16:37:04,Cleveland,59,Man,Mobile App,9,5,4,4,Quality;Security,ut ut magna ea laboris consectetur veniam incididunt aliquip ipsum consectetur commodo ad consectetur
fa14591a-97fa-4442-b182-11a97872ccd3,2025-06-01 13:23:33,Columbus,24,Man,Web,5,3,3,5,Support,tempor enim ullamco nisi consequat ex minim ut incididunt ut labore tempor ea consequat
7b3eaf5c-b0b4-4c91-a356-33665afa17b6,2025-06-26 03:34:21,Columbus,51,Woman,Mobile App,7,1,2,4,Quality;Speed,sed veniam aliquip ex eiusmod ipsum consequat aliqua dolore sit ex amet nisi elit
fe1a6e83-5bfa-4248-966c-25db0682bd4e,2025-07-21 11:22:05,Cincinnati,32,Woman,Mobile App,8,3,3,5,Price;UI;Integrations,labore dolor enim sed amet eiusmod quis ipsum aliqua incididunt eiusmod minim sit sed
a23575cb-1259-4742-a05f-43e22c626764,2025-07-16 00:24:48,Columbus,67,Woman,Mobile App,4,3,2,6,Support;UI,elit ipsum ea ad sit adipiscing tempor minim laboris dolore ullamco dolor et minim
83fa005a-f9b9-4259-8ea2-2a38e24f4066,2025-09-05 23:33:24,Cincinnati,46,Man,Mobile App,8,3,4,3,Price,ad dolor veniam nostrud elit incididunt enim ipsum amet nostrud consectetur enim veniam sed
5315daef-1666-43d2-90d9-dedc95edfc7f,2025-06-02 14:09:29,Cincinnati,81,Man,Web,4,5,3,3,Integrations;Support,aliqua dolor sed sed amet commodo commodo ipsum ea nisi tempor enim exercitation quis
3719a05a-9941-4caf-bf0a-6131d35eece6,2025-06-08 16:56:20,Cincinnati,18,Woman,Mobile App,7,5,1,3,Speed;Security,laboris magna minim dolor elit et elit elit dolor exercitation enim ex consectetur tempor
cd1e2564-d37d-4b3b-ab51-a8e2978de3f7,2025-09-05 16:18:32,Columbus,42,Man,Web,9,2,5,1,Integrations,amet minim dolore ullamco nisi consectetur ut exercitation elit veniam aliqua ut lorem ex
aa72ae8d-07ed-4168-9bee-6809eeb99750,2025-08-28 09:45:27,Dayton,76,Man,Web,6,2,5,3,Speed;Support,dolore ut dolore veniam sit exercitation eiusmod ex enim enim nisi ullamco nostrud veniam
6f01d651-709a-4fb4-bd12-1aeee38341b4,2025-09-09 10:13:32,Cincinnati,32,Woman,Web,5,2,1,3,Security;UI,veniam eiusmod ea enim sit tempor consectetur minim exercitation sit eiusmod amet aliqua incididunt
44f55ea7-98ee-4314-b5a7-f065bcd99752,2025-08-14 08:26:42,Columbus,41,Woman,Web,7,4,4,3,Integrations;UI,ad consequat ut labore dolor ut ipsum sit ipsum incididunt commodo aliqua lorem aliquip
e0829bce-d4f0-4648-88a4-4073a99572ec,2025-08-02 01:47:42,Dayton,37,Man,In-person,4,4,5,2,Price;Integrations;Speed,ad dolore magna aliqua quis aliqua lorem consequat laboris labore ea minim elit consectetur
8fc5ecaa-cd99-486f-b455-bdc78263618b,2025-06-17 00:26:36,Columbus,78,Man,Mobile App,10,3,3,1,Speed,sit aliquip sed nostrud ut veniam ea labore ea magna lorem sed amet elit
d27326c3-6a93-49e1-9f7f-bc8b70d5c60d,2025-09-03 17:05:18,Cincinnati,76,Woman,Web,10,1,3,5,Integrations;Quality,ullamco enim dolor sed ut ullamco ad ipsum ad lorem enim ut dolore quis
10012286-ad89-4dec-ac07-f1176ce3459c,2025-07-10 21:51:54,Dayton,56,Man,Mobile App,4,4,5,3,Integrations;Speed;Security,sit consequat ad amet ex do dolore laboris sed laboris consequat ut enim ad
0a2330f8-8f4f-4c74-a7ea-34671c45d492,2025-07-06 19:48:01,Cincinnati,35,Man,In-person,8,5,3,4,Speed,et incididunt magna sit lorem commodo nostrud sit amet aliquip dolore sit ex ea
82185f00-22f0-4312-9c1f-b62ad871297f,2025-06-12 00:06:03,Cincinnati,46,Man,Web,10,5,2,1,Quality;Integrations;Support,ut exercitation magna consequat lorem tempor consequat aliquip ad ipsum sed nostrud laboris quis
f7e64ce2-6b4a-4d44-9598-98159c448422,2025-06-07 11:41:58,Cincinnati,77,Woman,Web,9,4,5,2,Security,quis consectetur exercitation dolore consectetur enim amet consequat exercitation laboris magna laboris lorem sit
ce358b34-e79b-4fe0-8140-1de8a6e6c2e9,2025-06-25 09:07:23,Columbus,31,Woman,Web,10,5,3,1,UI,adipiscing consequat aliquip tempor adipiscing sit adipiscing aliqua et lorem nostrud laboris ad labore
ca5062ab-7022-4fac-aa7f-18346f0d1933,2025-07-17 05:58:04,Dayton,46,Man,Web,6,4,3,6,Price,ipsum ea adipiscing nostrud lorem incididunt commodo laboris lorem aliquip incididunt laboris ut enim
fceff9ca-f43c-42f2-8209-4dae8b140e89,2025-07-27 04:19:37,Columbus,74,Man,Web,10,1,1,5,Speed,do magna eiusmod ut ipsum ad laboris ut labore magna ex nostrud nisi laboris
940a8f5e-2152-4c3b-995a-e8fdd2530e65,2025-08-08 00:34:55,Cleveland,51,Man,In-person,4,5,3,4,Quality;UI;Support,amet amet dolore aliqua minim do aliquip dolor ad eiusmod do dolore et ad
1715622a-dcb4-46a6-a451-4f3d0d6a49b8,2025-09-03 07:07:47,Cincinnati,85,Woman,Web,5,1,3,2,Support,ad ut dolor elit ut enim ipsum adipiscing lorem et nisi aliquip aliquip ut
36d1c8db-66c2-482f-9d32-ff84a20d4fa8,2025-07-11 09:13:28,Cincinnati,52,Woman,Phone,1,3,3,5,Speed;Price;Integrations,adipiscing veniam labore elit sed enim ut do consectetur commodo do aliqua ut eiusmod
4d64f815-1721-40ce-aeeb-cd75c47eb719,2025-07-07 05:59:46,Cincinnati,40,Man,Web,7,2,5,3,UI;Integrations;Security,aliqua labore commodo consequat quis nostrud commodo commodo exercitation nisi ex adipiscing exercitation commodo
e86d1cff-cbc2-4877-b2df-1a41dfd6739f,2025-08-29 08:08:31,Cleveland,67,Man,Mobile App,7,5,3,4,Security,nostrud et dolore exercitation ullamco ex consectetur minim ut lorem quis consectetur labore dolor
9d2d73ee-8cf0-4c27-b4d7-ed440ad6e116,2025-06-21 09:02:11,Columbus,79,Man,Mobile App,9,3,3,3,UI;Support;Price,elit magna elit sed veniam aliquip ipsum commodo adipiscing ut commodo nostrud consequat amet
59e4fe8e-693b-4a22-a63a-a94f6b4aabc9,2025-06-14 09:08:33,Cincinnati,71,Man,Web,7,3,5,6,Speed,dolor et elit ex adipiscing do ea sed tempor lorem consectetur enim ea laboris
47449055-7a28-4325-80b2-7de16f17d2d3,2025-07-21 07:44:42,Cincinnati,34,Man,Web,3,3,3,3,Quality,enim ullamco amet consequat consectetur aliquip ut laboris aliquip aliqua sit minim ullamco incididunt
a163b051-f777-40bb-8faf-45f966c80a80,2025-07-28 04:40:49,Louisville,83,Woman,Mobile App,10,5,3,3,Speed;Integrations,amet consequat lorem ipsum consequat adipiscing dolor aliqua ad sit quis aliquip ad labore
9ba7eaf7-6193-430b-b09f-ae10456a9182,2025-06-03 16:52:29,Columbus,58,Man,Mobile App,10,2,3,2,Support;Speed,dolore ut consequat adipiscing do exercitation incididunt veniam dolor ullamco ut ut labore eiusmod
7c418adb-85c3-4ef8-a3fc-99ca517ec571,2025-09-06 18:02:34,Cincinnati,64,Woman,Web,6,4,4,3,Security;Support,ad consectetur dolor veniam ipsum consequat sed lorem aliquip amet consequat dolore ex incididunt
54818d41-0c9e-4c6d-bcdf-9617986e4ed4,2025-06-16 04:50:29,Cincinnati,22,Woman,Mobile App,7,5,3,2,Price;UI;Support,sit adipiscing minim nisi incididunt dolore aliquip aliquip do aliqua aliquip exercitation ullamco consequat
d7ca189e-b0d1-4a30-97c3-57fddd264592,2025-09-06 09:41:25,Columbus,65,Man,Phone,10,4,3,4,Support;Security,ipsum aliqua sit consequat nostrud et ad eiusmod ipsum ipsum ea dolore ut elit
fa75ca5f-9c3d-4b97-bf92-f140dbb2ef1d,2025-09-12 08:07:44,Cincinnati,82,Man,Web,3,4,3,6,Security;Speed,nostrud labore dolor ipsum ullamco aliqua sit nisi incididunt labore ea ex do ut
d4391333-e706-4f95-85fc-2b3b71e6274d,2025-06-26 12:54:43,Dayton,55,Woman,In-person,9,3,3,2,Integrations,nisi aliquip dolor incididunt commodo nostrud ad ad tempor ut tempor sit amet ullamco
31353b61-c39e-4628-83fe-3e51796bb7dd,2025-08-31 22:07:10,Dayton,63,Woman,In-person,2,2,3,3,UI;Speed;Price,nostrud incididunt elit laboris aliquip aliqua minim aliquip lorem adipiscing veniam aliqua adipiscing quis
56ec2390-4d34-4b62-8a96-fb425d20d8d7,2025-07-16 04:17:39,Dayton,35,Man,Web,9,1,4,3,Speed,ad ut ipsum ut consectetur dolore ut et commodo adipiscing adipiscing ex nostrud do
9b040262-a0b2-469f-b1a3-e6b2fdecc9e9,2025-07-29 09:33:32,Columbus,70,Man,Web,5,5,4,2,Quality,exercitation lorem labore ad adipiscing elit ut elit sed elit ut aliqua laboris elit
34a4a9e5-2d0e-44ad-9cab-a7e2226b3a35,2025-07-01 02:41:35,Dayton,39,Woman,In-person,0,3,2,5,UI,amet tempor ad ut enim adipiscing magna ad ex eiusmod lorem magna commodo quis
ec04fd70-d52c-49b4-8ba5-71220ae9d6bf,2025-09-08 02:53:09,Cincinnati,47,Woman,Phone,3,1,5,3,Speed;Support,nostrud sit minim minim ut lorem ut magna quis tempor labore quis exercitation consequat
39cd0346-5153-4ee9-acad-723eca29b69d,2025-06-23 10:39:47,Cincinnati,22,Man,Mobile App,10,3,4,6,UI;Quality;Security,ut sed ex ex aliquip incididunt enim magna ipsum adipiscing ea lorem incididunt quis
27e54379-67ab-4678-a91a-0c3577366639,2025-06-28 10:40:37,Louisville,73,Woman,Phone,8,4,2,4,Quality;Support,ullamco elit tempor quis magna nisi et magna aliquip dolor nisi ea eiusmod enim
a79b8dcb-26d2-460a-b9bb-ad7386aed62d,2025-08-15 00:43:41,Cleveland,68,Man,Web,7,3,5,4,Integrations;Price;Speed,consequat aliqua labore ut ad dolore commodo tempor nostrud minim ut enim ipsum exercitation
4112b26e-bd66-45ee-ab1c-16b056c53585,2025-06-21 08:11:20,Louisville,60,Man,Mobile App,8,3,1,6,Price;Security,nostrud dolore nostrud quis ut sed veniam et enim veniam commodo ut elit elit
b7b641b3-af8f-418f-9d3f-d1c91f851f6f,2025-06-04 15:34:12,Cincinnati,74,Woman,Web,8,3,1,4,Integrations;Support;Quality,consectetur minim ad aliquip lorem ut consequat veniam dolore commodo ad et consectetur dolore
650b9fb7-1b2a-4cc6-a34e-fbbb00f55a17,2025-07-17 09:58:39,Columbus,45,Man,Web,7,4,4,7,Security,minim adipiscing ea ut enim dolore do ad et ut amet aliquip ut exercitation
34861e28-2424-4d06-b33f-96c8048318f0,2025-07-25 05:14:24,Louisville,54,Man,Web,4,2,5,6,Quality,ut ut ipsum ad minim ipsum exercitation nisi ex ut sit exercitation consequat ut
e9fee6a6-9f14-4640-b043-2f741e2f15ea,2025-08-23 06:39:36,Columbus,84,Woman,Mobile App,4,4,5,3,Quality;Security;Support,eiusmod incididunt dolore consequat veniam ipsum nisi adipiscing aliquip nisi commodo et adipiscing ea
92e1f245-6760-4d54-95da-58eeb99f482e,2025-07-16 06:10:48,Louisville,50,Man,Web,5,5,4,4,Price;Integrations,ullamco ut laboris magna nostrud consequat ea dolore enim ut nostrud adipiscing commodo adipiscing
b407719f-f46a-4339-ad1f-4cbd64af519b,2025-08-30 13:20:34,Cincinnati,73,Woman,Web,8,3,3,3,Security;Speed,veniam aliquip magna ipsum ut dolor aliqua labore tempor et amet amet ipsum nostrud
2a369eb4-2e62-4ba9-a56f-fecc06d2fdad,2025-09-05 01:45:23,Cleveland,66,Woman,Web,4,3,5,2,Quality;Support;UI,tempor consequat elit sed ullamco consequat et adipiscing quis aliquip veniam adipiscing lorem veniam
8ae0fac6-6da3-431d-95b9-51ac60455492,2025-07-07 18:20:01,Cincinnati,35,Man,Mobile App,8,3,3,1,Speed;UI,amet minim ut ut incididunt laboris ut veniam elit consequat tempor sit dolore adipiscing
067b89ef-a04e-4226-9951-76c23ae12ac4,2025-09-12 18:52:10,Columbus,39,Woman,Mobile App,9,3,4,5,Support,labore quis consectetur lorem exercitation nisi ut ea laboris exercitation elit lorem do ullamco
1d4af6e4-911e-4fbd-845e-90a56de2ec89,2025-06-24 15:45:19,Cincinnati,52,Prefer not to say,Phone,7,5,3,6,Support;Quality;Integrations,adipiscing magna enim amet consequat consectetur tempor magna labore quis dolor nisi sit ut
615aea83-f9c3-4961-a199-b23de1f67cda,2025-07-23 06:14:11,Cincinnati,49,Woman,Mobile App,7,4,3,4,Quality,incididunt tempor consectetur adipiscing incididunt laboris eiusmod labore eiusmod ullamco amet lorem quis ut
0debb3b8-6d7a-49d7-b2ba-134f3ec31c74,2025-08-07 12:26:14,Cincinnati,29,Woman,Mobile App,8,3,4,6,Integrations,aliqua ea laboris adipiscing labore veniam laboris incididunt ea consectetur exercitation amet ea elit
d5c92d3f-0e31-4a10-8fb3-12ce8f796cee,2025-06-21 13:46:59,Cincinnati,22,Man,In-person,7,5,3,5,Integrations;Support,eiusmod ad enim tempor ut ex exercitation lorem aliquip ullamco sed incididunt dolore sed
f3308b99-f263-46f8-b440-375a766cbec3,2025-06-23 01:59:17,Cincinnati,77,Woman,Web,5,3,3,4,UI,elit ut dolore aliqua nisi dolor magna laboris lorem laboris laboris exercitation amet sit
14c4157b-ea42-4788-90e9-f0f1a3807b95,2025-08-03 10:49:37,Dayton,85,Man,Web,4,4,3,2,Speed;Support,aliquip exercitation ex ipsum exercitation aliquip eiusmod et ex nostrud minim tempor nostrud ea
f01b34c1-9963-4be9-ab3f-321c7b65af8b,2025-08-30 02:32:35,Cincinnati,59,Woman,Web,7,2,4,5,UI;Speed,lorem amet consectetur nostrud veniam commodo ut commodo lorem labore et exercitation enim labore
6739e443-1955-4c23-81ff-b685684c36e7,2025-08-17 13:14:38,Columbus,71,Man,Web,9,4,1,4,Quality,minim dolor veniam lorem do enim ipsum incididunt ex nostrud enim dolor sed eiusmod
381503ed-5af8-4f09-979b-c540b236ed08,2025-06-12 02:24:08,Columbus,31,Woman,Web,4,4,4,3,Price,exercitation magna adipiscing ipsum labore magna aliqua laboris ipsum ut quis aliquip consequat tempor
c7996060-8c3d-497b-9df3-82c94d0be7a7,2025-07-29 11:09:49,Columbus,28,Man,In-person,5,4,5,6,Quality;Security,incididunt dolor quis et ea do ipsum exercitation elit nisi sed tempor sed veniam
f9f54703-2e35-40fa-be3e-1f3d4cf3c089,2025-08-15 23:43:44,Dayton,76,Man,Mobile App,4,3,3,7,UI;Speed,enim nostrud eiusmod laboris sed lorem laboris aliquip veniam incididunt nostrud eiusmod aliqua do
b23c2ecd-2d0a-4f8a-9743-2621758200bc,2025-06-04 06:10:00,Cleveland,55,Man,Mobile App,5,3,3,5,Support;Security;Quality,do sit nisi incididunt consequat labore ullamco aliqua consequat ipsum consectetur enim ipsum ea
1750160c-028a-4ed1-b7d3-04e17e9e329d,2025-08-03 19:35:58,Louisville,49,Woman,In-person,4,3,5,7,Quality;Integrations;Support,consectetur quis labore quis dolor commodo incididunt laboris aliqua dolore dolor nostrud exercitation enim
06e715da-e952-4996-906d-18f202218fdf,2025-08-17 03:05:35,Cincinnati,47,Man,In-person,3,4,3,3,UI,eiusmod labore dolor enim nisi labore ut eiusmod ea laboris adipiscing minim consectetur tempor
e9faa963-3011-4273-aaee-6dadefc7fb8e,2025-07-06 02:35:35,Cleveland,29,Non-binary,Mobile App,10,5,5,4,UI;Speed,minim enim dolore enim consectetur ullamco consectetur ex commodo minim adipiscing labore ad dolor
04223c0c-da06-4011-b428-7d119634dca2,2025-09-03 08:32:29,Columbus,22,Woman,Web,6,5,1,5,Price,lorem ut enim enim ex ut tempor lorem ut exercitation quis amet ipsum sed
6661e5dd-ae3e-4846-b786-e9ec9a73ead2,2025-07-28 18:36:25,Cincinnati,80,Man,Mobile App,3,3,5,6,Integrations,veniam consequat dolor magna sed sed ea consequat consequat do tempor aliqua enim adipiscing
2f5fd7ae-257d-458c-ad4b-25fefeda5b2b,2025-07-11 08:18:17,Dayton,61,Man,Web,10,3,4,5,Quality;Security,ad exercitation veniam elit ex ut nisi minim quis ex ad adipiscing lorem ut
577d0234-2874-46fc-ba39-98849f4eeb41,2025-07-22 17:21:48,Columbus,36,Woman,Web,9,1,3,4,Price;Speed;UI,commodo magna consectetur minim consequat adipiscing ipsum ipsum ut ex ut ad ex lorem
b7b4694d-9b70-480b-aeb3-26a6909ecfc3,2025-07-14 07:32:25,Cleveland,49,Man,Web,8,3,5,7,Security;UI;Price,tempor elit tempor ut tempor eiusmod sit labore ea minim ad commodo commodo ullamco
4afc2b22-f9cd-415c-97b4-fc08b504dbe9,2025-07-29 23:27:53,Cincinnati,51,Woman,Web,6,4,5,3,Quality;Price,ut enim sit ut adipiscing dolor dolore tempor sed sit enim elit dolor lorem
2fa80036-c16c-484e-b7d8-93f2d369f34e,2025-08-08 18:41:04,Cincinnati,75,Woman,Web,8,5,3,5,Price;Support,elit amet adipiscing quis minim enim ex et quis minim nisi ad et magna
63eee286-e356-4fde-81c1-783f08629ebb,2025-07-19 04:48:30,Dayton,59,Man,Web,3,5,2,5,Integrations,et ea elit eiusmod sed ut ipsum ut ut ad ut sit ex dolore
38acaa38-e066-4c26-94d2-c0694ceb06ea,2025-06-25 14:59:19,Dayton,85,Man,Web,1,5,5,7,Security,amet do exercitation ut nostrud et aliquip aliqua amet tempor ipsum tempor eiusmod lorem
e938e07a-694f-4770-bb99-1edff331d6b5,2025-07-04 22:07:09,Cleveland,58,Man,Web,9,5,3,5,Price,amet ad exercitation dolor ullamco ut do sed ad dolor ad elit ut nostrud
5436ba51-e5e7-4632-bf8d-9bba4ed4eade,2025-06-20 05:08:46,Louisville,61,Man,Web,7,2,4,3,Integrations;UI;Speed,dolore labore ea exercitation incididunt ex nostrud ut ad ex enim et consectetur ad
